10	0.5770079952912849
50	0.8180510335571424
100	0.890209797694758
500	0.803719640837
1000	0.6312577441270593
5000	0.1662872847921277
10000	0.05752004570543885
20000	0.01261522199348992
30000	0.004074758389520309
40000	0.0018074368158620638
50000	0.0008936839524628449
100000	5.6760261456453634e-05
200000	1.1762998019701073e-06
300000	6.093749717207485e-08
400000	5.080203353658684e-09
500000	5.553943049945528e-10
600000	7.430348255052763e-11
700000	1.1555218789811378e-11
800000	2.020718305647558e-12
900000	3.884049375736259e-13
1000000	8.071780693247188e-14
