1	0.6528020134560887
3	0.42709584757556507
5	0.3279078431802085
7	0.27059359314061754
10	0.22663466952233274
25	0.09753225335034195
50	0.04759470533478734
75	0.03224894233918983
100	0.02438552527900533
250	0.009900295366701124
500	0.004974901856723157
750	0.003322158799532567
1000	0.002493710143980877
2500	0.0009988817930394577
5000	0.000499466244260413
7500	0.0003329016684303097
10000	0.0002496583116323147
25000	0.00010019215896421177
50000	5.082238521114526e-05
75000	3.515679430349517e-05
100000	2.745432189999859e-05
250000	1.2359815557398761e-05
500000	2.4108585347889737e-06
750000	4.6402294118587246e-07
1000000	8.750866820166121e-08
